31.120485	6036.000000	0.208621	0.000000	0.172352
61.985386	12072.000000	0.244690	0.000000	0.114011
87.396785	18108.000000	0.262410	0.000000	0.100060
111.881468	24144.000000	0.264044	0.000000	0.095310
136.270128	30180.000000	0.267940	0.000000	0.093525
160.436899	36216.000000	0.273596	0.000000	0.092823
184.634592	42252.000000	0.281010	0.000000	0.092980
210.478809	48288.000000	0.285283	0.000000	0.092934
237.843651	54324.000000	0.293201	0.000000	0.094341
266.029364	60360.000000	0.295714	0.000000	0.095360
297.507806	66396.000000	0.296846	0.000000	0.096230
327.961745	72432.000000	0.303255	0.000000	0.097383
359.072391	78468.000000	0.304512	0.000000	0.098228
389.114480	84504.000000	0.304512	0.000000	0.100468
417.455157	90540.000000	0.309664	0.000000	0.101578
444.502506	96576.000000	0.309664	0.000000	0.101945
471.692589	102612.000000	0.310796	0.000000	0.103024
497.700140	108648.000000	0.310921	0.000000	0.103722
523.635826	114684.000000	0.310921	0.000000	0.105183
547.910462	120720.000000	0.311424	0.000000	0.105979
