20.836686	6036.000000	0.226342	0.000628	0.000000
40.706450	12072.000000	0.243810	0.000628	0.000000
60.253168	18108.000000	0.273973	0.000628	0.000000
80.134066	24144.000000	0.278371	0.000628	0.000000
98.367159	30180.000000	0.287420	0.000628	0.000000
116.588522	36216.000000	0.291064	0.000628	0.000000
134.883380	42252.000000	0.294206	0.000628	0.000000
152.898151	48288.000000	0.294206	0.000628	0.000000
170.949168	54324.000000	0.296469	0.000628	0.000000
189.060911	60360.000000	0.298479	0.000628	0.000000
207.053247	66396.000000	0.298479	0.000628	0.000000
227.827902	72432.000000	0.298479	0.000628	0.000000
246.442787	78468.000000	0.305391	0.000628	0.000000
267.166209	84504.000000	0.305391	0.000628	0.000000
285.977246	90540.000000	0.305643	0.000628	0.000000
304.125854	96576.000000	0.306774	0.000628	0.000000
322.218220	102612.000000	0.306774	0.000628	0.000000
340.795500	108648.000000	0.306774	0.000628	0.000000
358.921899	114684.000000	0.306774	0.000628	0.000000
377.918888	120720.000000	0.306900	0.000628	0.000000
