8.267387	6036.000000	0.224456	0.001005	0.000000
16.901540	12072.000000	0.249340	0.001005	0.000000
24.782043	18108.000000	0.258137	0.001005	0.000000
33.293345	24144.000000	0.267060	0.001005	0.000000
41.485761	30180.000000	0.283147	0.001005	0.000000
50.267008	36216.000000	0.283147	0.001005	0.000000
58.353252	42252.000000	0.283147	0.001005	0.000000
66.824720	48288.000000	0.283147	0.001005	0.000000
75.333337	54324.000000	0.283147	0.001005	0.000000
83.564168	60360.000000	0.283147	0.001005	0.000000
91.814103	66396.000000	0.283147	0.001005	0.000000
101.275508	72432.000000	0.283147	0.001005	0.000000
109.060220	78468.000000	0.283775	0.001005	0.000000
116.985999	84504.000000	0.283775	0.001005	0.000000
126.825662	90540.000000	0.283775	0.001005	0.000000
134.689614	96576.000000	0.288928	0.001005	0.000000
142.373004	102612.000000	0.288928	0.001005	0.000000
150.863699	108648.000000	0.288928	0.001005	0.000000
157.976433	114684.000000	0.292447	0.001005	0.000000
165.434429	120720.000000	0.292447	0.001005	0.000000
