<<<<<<< HEAD
26.999128	6036.000000	0.232751	0.232751	0.148752
53.103726	12072.000000	0.256252	0.256252	0.101937
81.171390	18108.000000	0.275229	0.275229	0.092525
109.320296	24144.000000	0.283273	0.283273	0.093008
137.315077	30180.000000	0.290059	0.290059	0.090278
165.087812	36216.000000	0.293704	0.293704	0.091408
192.807858	42252.000000	0.300616	0.300616	0.091679
217.970018	48288.000000	0.305266	0.305266	0.092617
245.626901	54324.000000	0.306397	0.306397	0.095136
270.395640	60360.000000	0.306397	0.304386	0.095422
295.169390	66396.000000	0.312681	0.312681	0.099536
321.167891	72432.000000	0.312681	0.311173	0.100593
350.712071	78468.000000	0.317833	0.317833	0.104635
381.529807	84504.000000	0.320221	0.320221	0.106370
414.475675	90540.000000	0.320221	0.311675	0.108488
446.701632	96576.000000	0.321101	0.321101	0.111006
475.648704	102612.000000	0.324117	0.324117	0.112307
505.056054	108648.000000	0.324117	0.321604	0.113312
535.335806	114684.000000	0.324117	0.321981	0.114877
563.680249	120720.000000	0.324117	0.321604	0.115517
=======
30.873315	6036.000000	0.247958	0.247958	0.120699
55.696415	12072.000000	0.276360	0.276360	0.095226
78.475004	18108.000000	0.287043	0.287043	0.089485
101.837766	24144.000000	0.290562	0.290562	0.088749
129.600590	30180.000000	0.301998	0.301998	0.088449
150.430802	36216.000000	0.306900	0.306900	0.090228
176.588107	42252.000000	0.307528	0.307528	0.091827
197.882104	48288.000000	0.311298	0.311298	0.093133
218.279521	54324.000000	0.313812	0.313812	0.095106
238.776229	60360.000000	0.316200	0.316200	0.097485
>>>>>>> 1055b8efc03c611fa1b5d258f95250ad96df8b44
